"","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx","Age"
"215",0.158821748,0.060965321,0.130767841,0.114074074,0.22435411,0.110280036,2.88568381,13.81327246,0.905838147,0.442343044,0.122168022,0.158821748,0.108983637,0.047244094,0.277456647,0.614889706,0,4.546875,4.546875,0.067327518,"matured"
"216",0.156112366,0.05958565,0.130778443,0.106075848,0.208686627,0.102610778,2.358571533,10.08172132,0.926066397,0.399385458,0.102387226,0.156112366,0.120597342,0.047244094,0.279069767,0.610708841,0,6.328125,6.328125,0.087242798,"young"
"217",0.132875075,0.073195185,0.130914454,0.064218289,0.192448378,0.128230088,4.816458981,36.86982037,0.953959956,0.715269281,0.043982301,0.132875075,0.116415382,0.047477745,0.279069767,0.515921677,0,6.046875,6.046875,0.078209621,"young"
"218",0.145603086,0.077842597,0.130919458,0.108168211,0.221525303,0.113357092,2.587073677,12.80711632,0.942122806,0.63016741,0.112159658,0.145603086,0.112309258,0.047012733,0.274285714,0.443992077,0,5.34375,5.34375,0.094075769,"matured"
"219",0.152411755,0.073919197,0.130936518,0.096970459,0.223859208,0.126888749,1.457929362,5.433166135,0.962275907,0.723590495,0.098554368,0.152411755,0.110891985,0.047619048,0.277456647,0.663707386,0,8.765625,8.765625,0.059780815,"young"
"220",0.155979412,0.059856174,0.130941176,0.116117647,0.214392157,0.09827451,3.686618842,23.52507457,0.914691897,0.501305028,0.121058824,0.155979412,0.118212195,0.046966732,0.272727273,0.566228693,0,3.9609375,3.9609375,0.173185164,"matured"
"221",0.139939779,0.073303486,0.131100244,0.08591687,0.178337408,0.092420538,1.648886263,6.719237945,0.952782654,0.669227552,0.121173594,0.139939779,0.12855287,0.047571853,0.279069767,0.573828125,0,5.671875,5.671875,0.09120425,"young"
"222",0.153982209,0.077107226,0.131216585,0.11441353,0.2300491,0.11563557,3.972372047,23.77838053,0.916187307,0.536073881,0.117926896,0.153982209,0.12863993,0.047337278,0.277456647,0.553025266,0,12.375,12.375,0.066040843,"young"
"223",0.141545453,0.066090209,0.131231102,0.094038877,0.181727862,0.087688985,1.315652627,5.036225559,0.960701161,0.717705077,0.094946004,0.141545453,0.133729034,0.04743083,0.275862069,1.251885776,0.0703125,7.2421875,7.171875,0.081971678,"matured"
"224",0.135330929,0.081453421,0.131310345,0.066041379,0.204689655,0.138648276,1.329744835,6.217976707,0.97371018,0.801397163,0.123972414,0.135330929,0.132968376,0.047713718,0.279069767,0.432477679,0,5.25,5.25,0.095920139,"young"
"225",0.149405304,0.053715433,0.131347852,0.115856386,0.178316657,0.062460271,3.062960111,15.14831179,0.907290679,0.444544615,0.11898764,0.149405304,0.122503587,0.048048048,0.275862069,0.616310587,0,4.6171875,4.6171875,0.108886038,"matured"
"226",0.139781798,0.074208511,0.131645287,0.099319576,0.206134969,0.106815393,3.601100885,21.3219745,0.948127201,0.676245918,0.106971556,0.139781798,0.113726382,0.047808765,0.279069767,1.235294118,0,9.1875,9.1875,0.119666048,"matured"
"227",0.133529115,0.095528182,0.131732817,0.039845111,0.24286544,0.203020329,1.880325059,7.273661912,0.948227237,0.667464429,0.275663117,0.133529115,0.124443169,0.048730964,0.272727273,0.248988971,0,5.0625,5.0625,0.041005291,"young"
"228",0.140899694,0.079138865,0.131839378,0.096658031,0.210362694,0.113704663,1.668843933,6.964521441,0.957173968,0.690417205,0.105725389,0.140899694,0.129434399,0.047244094,0.279069767,0.265186096,0,3.5390625,3.5390625,0.079778223,"old"
"229",0.137765134,0.07781032,0.131892451,0.091789038,0.200517063,0.108728025,1.447291985,5.675618837,0.966777382,0.746551255,0.092512927,0.137765134,0.115332517,0.046920821,0.277456647,0.342927632,0,4.8984375,4.8984375,0.082978912,"old"
"230",0.157986905,0.065330052,0.131957613,0.108220859,0.218315672,0.110094813,3.245197394,17.7767178,0.928658924,0.540928892,0.106190742,0.157986905,0.105643239,0.047012733,0.271186441,0.307833473,0,3.65625,3.65625,0.079391892,"young"
"231",0.148992901,0.055789775,0.131973194,0.115294118,0.185763217,0.070469099,2.998463706,15.48246552,0.927491013,0.554909639,0.11904691,0.148992901,0.121894293,0.047105005,0.277456647,0.221191406,0,1.6875,1.6875,0.117343305,"young"
"232",0.160095315,0.059675512,0.132099644,0.115729537,0.214234875,0.098505338,4.083911248,26.19944545,0.906264559,0.466679908,0.115871886,0.160095315,0.113944083,0.047151277,0.271186441,0.891183036,0,5.8828125,5.8828125,0.125922539,"old"
"233",0.148080728,0.070923491,0.132124421,0.090800794,0.201429517,0.110628723,3.938330726,22.59851967,0.921483178,0.574964859,0.091727333,0.148080728,0.120903198,0.04719764,0.279069767,1.191025152,0.046875,11.3203125,11.2734375,0.095160399,"matured"
"234",0.14645764,0.069024022,0.132133115,0.113496999,0.188041462,0.074544463,3.867976683,22.81895217,0.914575088,0.512552512,0.128161484,0.14645764,0.114514407,0.047151277,0.263736264,0.518465909,0,7.9921875,7.9921875,0.044354839,"young"
"235",0.155378743,0.059665047,0.132200772,0.115366795,0.202934363,0.087567568,3.597289576,19.53568454,0.91049927,0.475458524,0.117837838,0.155378743,0.117764571,0.047384008,0.277456647,0.95015625,0,15.0703125,15.0703125,0.031553482,"young"
"236",0.143274742,0.073281593,0.13224572,0.096153072,0.197381672,0.1012286,3.017591256,14.04248739,0.940591465,0.668157301,0.103484391,0.143274742,0.129875852,0.047105005,0.279069767,0.817016602,0,6.84375,6.84375,0.14192013,"matured"
"237",0.131080866,0.086867256,0.13236605,0.048724514,0.195163585,0.146439071,1.763506088,6.898183079,0.961543172,0.715859881,0.273627312,0.131080866,0.11963103,0.046920821,0.279069767,0.204741379,0,5.3671875,5.3671875,0.044051176,"young"
"238",0.147604011,0.061387298,0.132473118,0.112903226,0.182451613,0.069548387,3.166644694,16.14605087,0.914701513,0.499471226,0.112301075,0.147604011,0.119413707,0.046920821,0.272727273,0.287946429,0,3.609375,3.609375,0.080499653,"young"
"239",0.147857074,0.055594432,0.132571429,0.116761905,0.197714286,0.080952381,2.998208223,14.70052185,0.909037741,0.470114388,0.127619048,0.147857074,0.129719572,0.04743083,0.279069767,0.414893617,0,5.7421875,5.7421875,0.077684117,"young"
"240",0.131993531,0.072511413,0.132640801,0.063078849,0.175219024,0.112140175,1.967745076,8.161947652,0.955848368,0.678754863,0.112665832,0.131993531,0.120544109,0.048241206,0.279069767,0.692493557,0,6.140625,6.140625,0.129985419,"young"
"241",0.164287478,0.062844127,0.132760736,0.114601227,0.232147239,0.117546012,2.645426248,11.11398048,0.903505538,0.442384607,0.121226994,0.164287478,0.114037663,0.047012733,0.268156425,0.586315524,0.09375,3.8203125,3.7265625,0.109950584,"matured"
"242",0.142898965,0.072682184,0.132820513,0.0934714,0.1982643,0.104792899,1.814961579,7.990137565,0.965961586,0.739421372,0.117080868,0.142898965,0.124173664,0.047337278,0.277456647,0.378292872,0,5.4609375,5.4609375,0.082109781,"matured"
"243",0.154637206,0.068915769,0.132838388,0.113318244,0.213580806,0.100262562,3.196456893,17.73808048,0.940730276,0.609591752,0.118641919,0.154637206,0.131124277,0.046920821,0.279069767,0.611341783,0,9.5390625,9.5390625,0.05987327,"young"
"244",0.142002068,0.081380939,0.132904821,0.070605686,0.221334981,0.150729295,1.500003498,6.208425587,0.960251801,0.696893058,0.223757726,0.142002068,0.131944807,0.04729064,0.279069767,0.673549107,0,5.4140625,5.4140625,0.076442545,"matured"
"245",0.153813531,0.071306995,0.133038674,0.093977901,0.226243094,0.132265193,2.081796725,7.137920236,0.9255002,0.578142203,0.085469613,0.153813531,0.121366574,0.049638056,0.271186441,0.272460938,0,1.8984375,1.8984375,0.17928073,"young"
"246",0.143313383,0.075179391,0.133049645,0.088479117,0.211158392,0.122679275,1.42676874,5.874951024,0.963724647,0.711782673,0.105910165,0.143313383,0.126858221,0.046966732,0.274285714,1.084186422,0,6.3984375,6.3984375,0.215973569,"matured"
"247",0.158952444,0.064071763,0.133217643,0.12592914,0.218857556,0.092928416,4.93165279,31.37630555,0.904304552,0.526461715,0.127953724,0.158952444,0.124152662,0.047151277,0.279069767,2.185396635,0,9.09375,9.09375,0.14264748,"matured"
"248",0.168380756,0.063294939,0.133285968,0.120852575,0.234742451,0.113889876,2.670098176,11.21958952,0.880180675,0.396858485,0.13079929,0.168380756,0.12233118,0.048241206,0.275862069,0.868699597,0.09375,7.875,7.78125,0.159939759,"matured"
"249",0.143640404,0.074486911,0.133352518,0.090647482,0.198820144,0.108172662,2.108914628,9.610713354,0.955978592,0.697552309,0.094676259,0.143640404,0.117387458,0.046920821,0.275862069,0.394484187,0,4.5703125,4.5703125,0.105355404,"young"
"250",0.150599243,0.051906303,0.133358634,0.110512334,0.188349146,0.077836812,3.038892062,16.31439022,0.909304408,0.422602124,0.109184061,0.150599243,0.12066559,0.046920821,0.279069767,0.460456731,0,6.5625,6.5625,0.084183673,"young"
"251",0.156204358,0.063376652,0.133405405,0.106162162,0.215567568,0.109405405,3.428609035,19.78565044,0.919846672,0.528172208,0.106378378,0.156204358,0.112712202,0.047244094,0.275862069,0.655852754,0,9.4921875,9.4921875,0.020347508,"old"
"252",0.161035242,0.062030489,0.133475936,0.122994652,0.216684492,0.09368984,3.930205091,20.84678253,0.898474894,0.492195309,0.12684492,0.161035242,0.13233703,0.04743083,0.277456647,2.031828704,0,8.8359375,8.8359375,0.140946913,"matured"
"253",0.155160688,0.062454542,0.133490938,0.115397951,0.214247439,0.098849488,2.681707765,12.2013819,0.922068667,0.508641855,0.11892829,0.155160688,0.118497143,0.047058824,0.279069767,0.6871875,0,9.4453125,9.4453125,0.084259359,"young"
"254",0.163391948,0.061890594,0.133519241,0.11103179,0.220658115,0.109626325,2.219471632,9.320813779,0.912644723,0.435742421,0.107908533,0.163391948,0.103896332,0.047058824,0.277456647,0.705829327,0,6.0703125,6.0703125,0.068455598,"young"
"255",0.162199198,0.066853242,0.133533487,0.117367206,0.232471132,0.115103926,3.040780673,14.60964908,0.918053492,0.492256284,0.122540416,0.162199198,0.112073013,0.047619048,0.26519337,0.790441176,0,6.3046875,6.3046875,0.136863667,"old"
"256",0.157699373,0.071792364,0.133683106,0.114879328,0.227114376,0.112235047,2.794990775,12.24832326,0.915213292,0.524106755,0.128394544,0.157699373,0.117605025,0.047952048,0.272727273,0.449278846,0,4.921875,4.921875,0.068462139,"young"
"257",0.148349282,0.075051296,0.133722628,0.099562044,0.218978102,0.119416058,1.747932959,7.372320114,0.966767729,0.775849639,0.106277372,0.148349282,0.120338733,0.046966732,0.258064516,0.165329392,0,2.109375,2.109375,0.082857143,"old"
"258",0.147024928,0.068882703,0.133753281,0.096824147,0.20191601,0.105091864,1.381576097,5.21412236,0.966583625,0.744599287,0.112992126,0.147024928,0.117439688,0.04719764,0.279069767,0.692871094,0,4.7578125,4.7578125,0.110105179,"young"
"259",0.167145604,0.064649643,0.13385105,0.116562699,0.234373011,0.117810312,2.837217501,13.43614618,0.907258955,0.432485621,0.130286442,0.167145604,0.110254091,0.046920821,0.275862069,0.578851744,0,5.2265625,5.2265625,0.085367879,"matured"
"260",0.138701169,0.069622932,0.133913043,0.093623188,0.164347826,0.070724638,2.690649623,11.84811615,0.925847608,0.55635447,0.13826087,0.138701169,0.117724357,0.04743083,0.279069767,0.144256162,0,4.2890625,4.2890625,0.036799863,"young"
"261",0.171044922,0.062918988,0.13397351,0.122615894,0.241059603,0.118443709,3.349377036,16.0133509,0.862585313,0.324366628,0.123774834,0.171044922,0.121728342,0.047012733,0.260869565,0.651041667,0.1171875,5.1796875,5.0625,0.112932605,"young"
"262",0.15297949,0.063177888,0.13403003,0.118222222,0.198774775,0.080552553,3.868788136,23.07515741,0.913202812,0.5192294,0.117381381,0.15297949,0.135261613,0.047012733,0.277456647,1.244070871,0,9.234375,9.234375,0.13276985,"young"
"263",0.156416166,0.056120344,0.134321926,0.119416984,0.204233207,0.084816223,3.280160783,16.37656676,0.895860667,0.419327148,0.134144487,0.156416166,0.111033039,0.047151277,0.277456647,0.225153689,0,1.59375,1.59375,0.058823529,"matured"
"264",0.140386287,0.075315442,0.134366366,0.096024024,0.188348348,0.092324324,2.487627364,12.42139372,0.955749999,0.69505262,0.125285285,0.140386287,0.122936513,0.04729064,0.279069767,0.49313447,0,9.421875,9.421875,0.064266579,"young"
"265",0.141038022,0.071661765,0.134392991,0.094267835,0.199924906,0.105657071,2.379662009,11.29287406,0.959411732,0.7235605,0.095844806,0.141038022,0.129381544,0.04719764,0.279069767,1.038015464,0,12,12,0.080078125,"matured"
"266",0.158473756,0.066767566,0.134437086,0.102295806,0.226534216,0.124238411,1.476447504,5.219553266,0.939474984,0.575639295,0.086843267,0.158473756,0.106292892,0.047151277,0.269662921,0.618336397,0,4.59375,4.59375,0.098420013,"young"
"267",0.119646962,0.077879574,0.134502805,0.042121367,0.182478327,0.140356961,1.481211051,5.253700936,0.958557894,0.687624883,0.175339113,0.119646962,0.129569494,0.046920821,0.279069767,0.319602273,0,3.9609375,3.9609375,0.05779241,"young"
"268",0.157352213,0.059775882,0.134512878,0.116640538,0.208510638,0.091870101,2.735384957,13.53196151,0.928451193,0.519232673,0.129496081,0.157352213,0.123234689,0.047904192,0.279069767,0.612645349,0,11.4609375,11.4609375,0.052807331,"matured"
"269",0.149552221,0.066358823,0.134521232,0.113305579,0.213555371,0.100249792,3.673161792,21.62377719,0.916720365,0.531240471,0.114238135,0.149552221,0.130580026,0.047151277,0.274285714,0.204595588,0,2.9765625,2.9765625,0.060687536,"young"
"270",0.159387725,0.062624373,0.134545455,0.113796791,0.218823529,0.105026738,2.041165762,7.980517944,0.934509459,0.557987298,0.128770053,0.159387725,0.120107949,0.046920821,0.279069767,1.280691964,0,5.4375,5.4375,0.1908867,"matured"
"271",0.158327865,0.07214357,0.134661017,0.117259887,0.226610169,0.109350282,3.446106917,18.58591551,0.928361241,0.583741201,0.128333333,0.158327865,0.139995162,0.046966732,0.277456647,1.826519692,0,5.9296875,5.9296875,0.233800455,"young"
"272",0.160196368,0.068377254,0.134683544,0.110707372,0.224750558,0.114043187,3.868411904,24.78212114,0.92567986,0.570837624,0.117170514,0.160196368,0.122599835,0.04729064,0.274285714,0.806539948,0,15.5625,15.5625,0.045375049,"young"
"273",0.144150512,0.066424321,0.134734112,0.096238651,0.196108949,0.099870298,2.680948137,11.70272332,0.930766845,0.616011681,0.098054475,0.144150512,0.115850137,0.047012733,0.274285714,1.949629934,0,10.3125,10.3125,0.124793388,"young"
"274",0.151043533,0.058568925,0.134856379,0.10249833,0.201442886,0.098944556,2.569852247,11.27654704,0.925857408,0.516389228,0.101189045,0.151043533,0.11537163,0.047105005,0.274285714,0.740116717,0,8.015625,8.015625,0.094407895,"young"
"275",0.154963743,0.064245348,0.134891519,0.121913215,0.214142012,0.092228797,3.135765778,14.49612306,0.90555621,0.463823765,0.12729783,0.154963743,0.110329824,0.047244094,0.275862069,0.429060219,0,8.5078125,8.5078125,0.050910799,"young"
"276",0.155307166,0.060332897,0.13489471,0.116918336,0.199178223,0.082259887,3.072356138,15.75739175,0.929475388,0.547419916,0.131155624,0.155307166,0.116958244,0.046920821,0.279069767,0.980148566,0,6.3046875,6.3046875,0.138785626,"young"
"277",0.164104824,0.062779143,0.13497006,0.118622754,0.22739521,0.108772455,3.008664883,14.25283419,0.903776405,0.43038422,0.126167665,0.164104824,0.114632995,0.047058824,0.260869565,0.412109375,0.09375,3.0703125,2.9765625,0.089740621,"young"
"278",0.159215986,0.067238805,0.135088968,0.120711744,0.228754448,0.108042705,3.248259374,15.67444124,0.905679777,0.472065536,0.12455516,0.159215986,0.129204159,0.047337278,0.274285714,1.214786305,0,10.2421875,10.2421875,0.138516581,"young"
"279",0.147388782,0.069526753,0.13527572,0.091259259,0.191967078,0.100707819,2.064373831,8.718052852,0.944824885,0.630410685,0.090337449,0.147388782,0.11316669,0.047151277,0.274285714,0.37291151,0.0703125,3.609375,3.5390625,0.062251656,"young"
"280",0.151859465,0.051360887,0.135333333,0.121592593,0.164111111,0.042518519,2.809248156,11.79231574,0.879044191,0.361842994,0.127555556,0.151859465,0.118939347,0.04729064,0.279069767,0.73702567,0.09375,4.171875,4.078125,0.110062893,"matured"
"281",0.127225278,0.084886766,0.135417349,0.041243863,0.191325696,0.150081833,5.296186812,44.55396468,0.955451841,0.735165213,0.008248773,0.127225278,0.134960539,0.046966732,0.279069767,0.591238839,0,15.2578125,15.2578125,0.067400997,"matured"
"282",0.157885818,0.065432373,0.135573529,0.120338235,0.229970588,0.109632353,2.826763101,12.45740897,0.894487657,0.364753775,0.126617647,0.157885818,0.121233425,0.046966732,0.277456647,0.421403104,0,5.1328125,5.1328125,0.090102257,"young"
"283",0.154661901,0.063990961,0.135580808,0.104116162,0.208055556,0.103939394,1.982954672,7.98686914,0.939581382,0.585552555,0.110126263,0.154661901,0.11031791,0.047012733,0.279069767,0.287905093,0,6.5859375,6.5859375,0.053575781,"matured"
"284",0.154140081,0.077701504,0.135581854,0.105621302,0.229467456,0.123846154,1.924370747,8.550805318,0.956409511,0.67818622,0.118599606,0.154140081,0.12103082,0.047524752,0.279069767,0.805664063,0,4.9921875,4.9921875,0.159774648,"matured"
"285",0.152527099,0.070573176,0.135648094,0.116926686,0.224328446,0.10740176,3.211933685,18.94070333,0.939050763,0.623325184,0.12973607,0.152527099,0.124769656,0.047105005,0.277456647,0.605769231,0,5.6484375,5.6484375,0.075003939,"young"
"286",0.157456672,0.05640975,0.135726744,0.121686047,0.188430233,0.066744186,2.759514714,10.88798786,0.890659465,0.388513109,0.135930233,0.157456672,0.116540899,0.047058824,0.272727273,1.048660714,0,5.5078125,5.5078125,0.118232406,"young"
"287",0.1511864,0.076207901,0.135913978,0.102795699,0.22344086,0.120645161,1.79571907,7.797695801,0.959090046,0.713189061,0.110537634,0.1511864,0.122601989,0.04743083,0.272727273,0.837357955,0,9.28125,9.28125,0.095876801,"matured"
"288",0.150441254,0.050996623,0.135951294,0.120608828,0.170471842,0.049863014,2.956911018,12.83588828,0.873699646,0.40462983,0.11890411,0.150441254,0.114834602,0.046966732,0.263736264,1.948396382,0.1171875,13.8046875,13.6875,0.039635375,"young"
"289",0.165944567,0.064278193,0.135990836,0.12652921,0.226437572,0.099908362,6.072912285,48.77478711,0.900823089,0.511064779,0.127972509,0.165944567,0.119330819,0.047058824,0.277456647,2.075520833,0,8.25,8.25,0.160382231,"matured"
"290",0.162236878,0.060855357,0.136102333,0.120090293,0.222693755,0.102603461,3.324378221,17.25018253,0.903023736,0.444605684,0.125357412,0.162236878,0.11045282,0.048192771,0.24120603,0.324007601,0,1.6875,1.6875,0.131751543,"young"
"291",0.125319327,0.085572893,0.136104746,0.038952537,0.194075286,0.15512275,5.33018464,46.55356997,0.953748538,0.724395673,0.007332242,0.125319327,0.130320407,0.047524752,0.275862069,0.347702206,0,14.953125,14.953125,0.027349088,"matured"
"292",0.153159211,0.074974127,0.136185897,0.109711538,0.223461538,0.11375,2.091708777,8.105624571,0.945041812,0.652929052,0.110160256,0.153159211,0.124760895,0.048484848,0.279069767,0.819991438,0,5.0859375,5.0859375,0.122383147,"young"
"293",0.148491308,0.064579702,0.136306383,0.099608511,0.199455319,0.099846809,1.502820112,5.52626604,0.960732345,0.711665127,0.103182979,0.148491308,0.113915456,0.04719764,0.266666667,1.414918664,0,9.703125,9.703125,0.106805293,"matured"
"294",0.145665248,0.069950346,0.136525097,0.104401544,0.207722008,0.103320463,2.045126524,8.662896168,0.961610247,0.730582193,0.108725869,0.145665248,0.113504645,0.047012733,0.259459459,0.214650371,0,4.4765625,4.4765625,0.050358936,"old"
"295",0.160238497,0.058091173,0.136562235,0.11996613,0.208399661,0.088433531,2.395787199,9.65273135,0.91267684,0.454791138,0.122811177,0.160238497,0.116187116,0.046920821,0.277456647,1.069661458,0.09375,13.3828125,13.2890625,0.062713974,"young"
"296",0.166347526,0.063480789,0.136571429,0.123238095,0.238857143,0.115619048,3.006442905,14.49718222,0.892281005,0.390154866,0.134666667,0.166347526,0.125748574,0.046966732,0.279069767,0.475625,0,4.1484375,4.1484375,0.110440368,"matured"
"297",0.160694185,0.063224218,0.136610418,0.111958914,0.218165811,0.106206897,1.970520372,7.3280667,0.934155552,0.561659289,0.1259281,0.160694185,0.123115266,0.047524752,0.275862069,1.0215625,0,7.8515625,7.8515625,0.103670835,"young"
"298",0.153010578,0.053970065,0.136695652,0.115130435,0.190608696,0.075478261,1.860651165,6.744644558,0.912173472,0.458806562,0.114086957,0.153010578,0.120717355,0.05,0.277456647,2.77890625,0.0703125,14.625,14.5546875,0.154708654,"matured"
"299",0.158110813,0.062810549,0.136812308,0.10528,0.216246154,0.110966154,2.237432084,9.470414522,0.920847964,0.493465098,0.099938462,0.158110813,0.117945845,0.049382716,0.279069767,1.023540296,0,4.875,4.875,0.14581138,"young"
"300",0.171856776,0.064279727,0.136818182,0.126875,0.248181818,0.121306818,3.351415408,15.41657994,0.842812872,0.307046234,0.124886364,0.171856776,0.120452244,0.05026178,0.263736264,0.275390625,0,0.65625,0.65625,0.174744898,"young"
"301",0.160582874,0.071621502,0.136829101,0.119533288,0.236760467,0.117227179,4.059652592,25.54781573,0.910132969,0.51119425,0.120686342,0.160582874,0.131287266,0.047058824,0.275862069,0.269744318,0,4.2890625,4.2890625,0.044022266,"young"
"302",0.152627517,0.054297387,0.136830189,0.119132075,0.172754717,0.053622642,2.415209766,9.794665629,0.908868197,0.46076506,0.11754717,0.152627517,0.118660052,0.047524752,0.26519337,0.543174342,0,3.75,3.75,0.141863208,"matured"
"303",0.153935722,0.071642956,0.136871508,0.099851024,0.223165736,0.123314711,2.693927122,11.10911272,0.930578543,0.601083975,0.220558659,0.153935722,0.122587872,0.048241206,0.275862069,1.690972222,0,5.296875,5.296875,0.145648968,"young"
"304",0.138212033,0.076738298,0.136917098,0.103005181,0.200751295,0.097746114,1.687252339,6.924950141,0.953768873,0.664283262,0.019948187,0.138212033,0.131712476,0.046920821,0.279069767,0.183837891,0,4.546875,4.546875,0.05252306,"old"
"305",0.167812234,0.060770974,0.136930138,0.12336563,0.235165732,0.111800102,2.897950805,12.46797277,0.880385093,0.325345503,0.117368689,0.167812234,0.099279132,0.046966732,0.259459459,0.492943548,0,8.015625,8.015625,0.049382716,"matured"
"306",0.157870203,0.057503935,0.136984615,0.121993846,0.194190769,0.072196923,2.951141081,14.25724717,0.90985674,0.448732007,0.127507692,0.157870203,0.115412954,0.047244094,0.271186441,0.559117268,0,4.0546875,4.0546875,0.089952588,"matured"
"307",0.138205935,0.074060892,0.136987952,0.080361446,0.184939759,0.104578313,1.692816551,6.659239649,0.968653674,0.761593023,0.148915663,0.138205935,0.120142591,0.047477745,0.275862069,0.342956543,0,5.953125,5.953125,0.055020498,"matured"
"308",0.160770079,0.059148233,0.137038462,0.109846154,0.214307692,0.104461538,2.358787834,9.745116918,0.90654553,0.425709915,0.120884615,0.160770079,0.121263479,0.048241206,0.277456647,2.244559152,0,12.6328125,12.6328125,0.138944173,"matured"
"309",0.168775464,0.066501954,0.137056075,0.121028037,0.241074766,0.120046729,2.891813711,14.44209683,0.913350729,0.460430072,0.126752336,0.168775464,0.124393948,0.048192771,0.279069767,1.267468399,0,14.6953125,14.6953125,0.063461122,"matured"
"310",0.151611185,0.070172659,0.137110987,0.099475739,0.213006135,0.113530396,1.553580376,6.217952304,0.958090057,0.663233616,0.101974345,0.151611185,0.123680676,0.046920821,0.279069767,0.646543561,0,8.5078125,8.5078125,0.092864125,"matured"
"311",0.163075468,0.065405349,0.137201142,0.11629539,0.223108935,0.106813545,3.705412164,21.69028555,0.924328968,0.538970874,0.117666259,0.163075468,0.132528338,0.048780488,0.279069767,2.178588867,0,13.78125,13.78125,0.134425804,"young"
"312",0.164765937,0.065059643,0.13722488,0.119043062,0.229090909,0.110047847,2.53628236,10.58222433,0.911121989,0.462355097,0.1184689,0.164765937,0.119453433,0.047524752,0.272727273,0.703125,0,12,12,0.061227509,"young"
"313",0.159825751,0.058581251,0.137241379,0.11,0.213103448,0.103103448,2.242743502,9.759214959,0.909049994,0.450778481,0.107931034,0.159825751,0.115397825,0.047713718,0.274285714,0.836890244,0,6.7265625,6.7265625,0.024680604,"young"
"314",0.160939209,0.055567118,0.137258741,0.124335664,0.213622378,0.089286713,3.193018093,14.98264147,0.894869357,0.407747638,0.121398601,0.160939209,0.107799131,0.047012733,0.271186441,0.311440678,0,0.65625,0.65625,0.236263736,"matured"
"315",0.150757728,0.069475268,0.137336152,0.100634249,0.203340381,0.102706131,2.449242163,12.078477,0.947066003,0.677258987,0.097674419,0.150757728,0.119523755,0.047619048,0.279069767,0.388392857,0,6.046875,6.046875,0.067625459,"matured"
"316",0.158311761,0.058163379,0.137387247,0.119533437,0.189968896,0.070435459,3.184805653,15.90987686,0.912829965,0.448510884,0.118553655,0.158311761,0.122419035,0.047058824,0.277456647,0.758540784,0,7.265625,7.265625,0.080976786,"matured"
"317",0.144855991,0.055592585,0.137403035,0.113951658,0.177380551,0.063428893,1.974113963,6.896171759,0.928940271,0.541504238,0.106396852,0.144855991,0.1332295,0.047012733,0.279069767,0.783190017,0,12.984375,12.984375,0.056298175,"matured"
"318",0.15948664,0.065413044,0.13744086,0.107483871,0.218731183,0.111247312,2.246487859,9.846279048,0.939925272,0.579261244,0.107333333,0.15948664,0.103717339,0.047151277,0.279069767,0.444655374,0,6.1640625,6.1640625,0.072281369,"matured"
"319",0.145149685,0.081649478,0.13747495,0.096700067,0.21995992,0.123259853,2.27355185,13.61457577,0.962304942,0.726467369,0.020200401,0.145149685,0.115109481,0.047151277,0.277456647,0.355046453,0,3.5859375,3.5859375,0.101027077,"old"
"320",0.16111858,0.061820877,0.137714003,0.119564572,0.218762989,0.099198417,2.546376336,10.81760865,0.914377405,0.459612667,0.120118753,0.16111858,0.131871142,0.046920821,0.277456647,1.044581422,0,11.765625,11.765625,0.067631435,"matured"
"321",0.154356117,0.08927674,0.137805643,0.108108673,0.236112853,0.12800418,4.569914503,39.31629695,0.898259333,0.389929479,0.004535005,0.154356117,0.144341578,0.047244094,0.279069767,0.540382923,0,6.984375,6.984375,0.064223779,"young"
"322",0.153845949,0.054539784,0.137846154,0.114961538,0.193307692,0.078346154,2.514414773,11.50759842,0.922732104,0.508189517,0.114153846,0.153845949,0.110919214,0.047619048,0.269662921,0.531738281,0,7.6640625,7.6640625,0.083319921,"young"
"323",0.159901253,0.055080231,0.137913907,0.126324503,0.200496689,0.074172185,2.831893631,12.46453047,0.898047219,0.413982529,0.133741722,0.159901253,0.110561027,0.047524752,0.26519337,0.47401148,0,3.046875,3.046875,0.091958042,"matured"
"324",0.156481915,0.061086477,0.138023107,0.114839538,0.20182285,0.086983312,3.194782538,16.07564892,0.919939238,0.528659902,0.125982028,0.156481915,0.122342464,0.047105005,0.25,0.607996324,0,5.3203125,5.3203125,0.068361552,"matured"
"325",0.148795177,0.075473797,0.138053302,0.09636153,0.216894554,0.120533024,1.286116899,5.139819707,0.967156443,0.745645088,0.096199305,0.148795177,0.134925681,0.04729064,0.279069767,0.893641708,0,13.828125,13.828125,0.077371078,"matured"
"326",0.148298448,0.06823789,0.138138298,0.093643617,0.202925532,0.109281915,0.984639996,3.564840251,0.966443062,0.743635367,0.096994681,0.148298448,0.109666769,0.047058824,0.275862069,0.614483173,0,5.0625,5.0625,0.096784284,"matured"
"327",0.134540958,0.084297608,0.138145695,0.060496689,0.207450331,0.146953642,2.788402926,14.4158763,0.942714283,0.657014447,0.001622517,0.134540958,0.140046529,0.047105005,0.279069767,0.129029605,0,1.9921875,1.9921875,0.060721063,"young"
